"GENE_NAME"	"SEU227"	"SEU235"	"SEU239"	"SLU227"	"SLU235"	"SLU239"
"AMMECR1L"	75.6417631582878	80.5367133620098	79.1574926614034	76.99225281073	72.1267240483599	78.940692827175
"SAP130"	80.27880611052	77.5995347117069	72.5115862310607	67.6199564424218	71.9834021923274	71.4755593884505
"UGGT1"	287.061940261625	301.731648755193	293.923123675276	260.061859971857	238.738381686151	316.587647931764
"HS6ST1"	12.1360108515452	10.4795633325623	14.8346125677293	7.55205699099213	8.24100672186924	9.27986200946415
"SMPD4"	55.2097926500147	47.0311198696654	57.6374146964841	42.7562611182323	41.9216428895088	42.5636337500756
"MZT2B"	1.55775661676551	2.06690349465761	2.45265594453124	2.67226631988952	2.86643712065017	1.81472857073966
"CCDC115"	8.94804382188558	10.4795633325623	9.65238791073585	9.21738237874936	11.4657484826007	7.71259642564354
"IMP4"	25.2863748488912	24.4402272877058	29.5109892680694	25.0960663085277	23.6122757813558	24.8287863542107
"PTPN18"	26.5905431792065	26.869745430549	25.8715643181198	22.8110849625352	25.7262731578353	22.0654496669481
"FAM168B"	289.416688635805	346.514557806108	318.212329319505	295.614620575605	312.656628934917	325.290096305083
"PLEKHB2"	172.838530664843	180.545833331584	188.102887358807	176.524491102267	162.921119844954	174.048967466394
"MZT2A"	3.29664772385258	2.82839425584726	3.95589668472781	4.14394922069824	3.36806361676395	2.68084902495631
"C2orf27A"	12.6794143225099	14.577108857059	14.5576997997983	13.826073568124	13.0422888989583	15.0539983709085
"ANKRD30BL"	111.325257751637	33.0704559145218	33.1899731848663	89.5790144623835	42.9607263457444	37.5731301805415
"GPR39"	3.04305943740238	2.79213279102871	2.21530214344757	2.59480932511012	2.83060665664204	2.68084902495631
"LYPD1"	19.1640290760222	22.5183696523224	23.0628776719631	18.6671357418369	21.2116346928113	18.6834555123878
"NCKAP5"	2.10116008773022	2.64708693175449	2.65045077876763	1.70405388514694	3.40389408077208	2.30965454457774
"MGAT5"	105.601407857476	101.894716140139	97.591971212235	95.775574044736	87.7846368199115	99.0264385987708
"CCNT2"	65.4257779041512	67.9902465347899	69.6237816512094	72.3448331239656	77.6087850416034	75.3112356856957
"RAB3GAP1"	139.075061668902	144.973336344581	145.260526263205	154.952718056203	153.103572706727	162.830645392731
"ZRANB3"	34.9951835301274	34.847267690631	32.8339424832408	36.7533440228284	35.4363289040377	35.0572564801979
"R3HDM1"	87.4879588253185	96.237927628444	86.2781066939134	83.3049978852516	85.8139612994645	92.674888601182
"UBXN4"	257.573245237273	259.196950523029	256.619017938293	293.794381198289	299.363526787902	288.748061903371
"MCM6"	197.798863431155	224.422205762035	213.104154406287	216.492300408441	244.578747319476	235.667251209236
"DARS"	221.092758886509	222.935485704474	237.90762661953	250.999391582667	229.350800116022	252.907172631263
"CXCR4"	2.0649331896659	0.797752226008202	0.672502436403727	2.05261036165427	2.00650598445512	1.81472857073966
"SPOPL"	50.2104807171393	56.8217153706751	56.331968790524	54.6459098168712	59.5860616455154	60.8758947820848
"GTDC1"	26.0471397082418	32.4540110126064	26.1880360528981	27.1874051675717	31.7457911112006	30.809141871421
"ZEB2"	125.598655588977	121.475907142158	133.907102778036	129.663009260726	127.699773724965	150.292520722166
"ACVR2A"	10.1797583560723	11.5674072771189	11.7094541867943	11.5023637247419	13.0064584349502	13.3630012936284
"ORC4"	60.9698694422406	72.9218057501134	68.7930433474165	70.4858652492598	70.0127266718804	74.898797374164
"MBD5"	25.1776941546983	28.8641259955695	27.2956871246219	22.3850714912485	29.309319558648	28.8294379760686
"EPC2"	42.4579245313761	52.760431310997	51.1893031003778	46.3967398728645	52.0258337398006	54.0706626418111
"KIF5C"	10.1435314580079	9.64554964173553	8.70297270640117	8.13298445183768	8.24100672186924	9.44483733407685
"LYPD6B"	0.869445553543538	0.834013690826757	1.38456383965473	0.735841450404361	1.14657484826007	1.56726558382061
"LYPD6"	21.6636850424598	19.6174524668381	22.0739035007812	25.831907758932	23.8989194934208	27.3859038857075
"MMADHC"	106.362172716826	130.251181628248	121.169115453213	130.902321177197	126.947333980794	134.991059364338
"RND3"	130.887782706367	148.345652572707	164.327948283593	165.796697325319	155.396722403247	185.762215513896
"RBM43"	15.8311544541053	21.6118330318586	17.1290326448714	16.1885119088959	23.2181406772664	21.1993292127314
"NMI"	4.09363948126749	4.7139904264121	4.11413255211692	4.72487668154379	6.37782259344663	5.11423506299358
"RIF1"	242.068132865747	274.825641859826	281.620284985772	235.314350139837	235.226996213355	317.247549230214
"ARL5A"	89.1181692382127	101.749670280864	101.033601327948	103.637459014846	97.4230316380977	111.647050931642
"STAM2"	57.5283141261308	65.1981137437612	61.2372806795864	63.3985502269442	65.4622577428483	65.7426668581594
"FMNL2"	36.8065284333431	35.5724969870021	32.2405579805316	39.2706963531591	32.6773831754119	33.2425279094582
